"ID","Length","Symbol"
"ENSG00000152128",6804,"TMEM163"
"ENSG00000152133",3973,"GPATCH11"
"ENSG00000152137",3581,"HSPB8"
"ENSG00000152147",4363,"GEMIN6"
"ENSG00000152154",2472,"TMEM178A"
"ENSG00000152192",4539,"POU4F1"
"ENSG00000152193",3507,"OBI1"
"ENSG00000152207",5372,"CYSLTR2"
"ENSG00000152208",10617,"GRID2"
"ENSG00000152213",3618,"ARL11"
"ENSG00000152214",2045,"RIT2"
"ENSG00000152217",14344,"SETBP1"
"ENSG00000152219",5643,"ARL14EP"
"ENSG00000152223",22221,"EPG5"
"ENSG00000152229",4120,"PSTPIP2"
"ENSG00000152234",10908,"ATP5F1A"
"ENSG00000152240",2119,"HAUS1"
"ENSG00000152242",9577,"ARK2N"
"ENSG00000152253",1829,"SPC25"
"ENSG00000152254",3074,"G6PC2"
"ENSG00000152256",14845,"PDK1"
"ENSG00000152266",931,"PTH"
"ENSG00000152270",11626,"PDE3B"
"ENSG00000152284",4431,"TCF7L1"
"ENSG00000152291",6900,"TGOLN2"
"ENSG00000152292",4466,"SH2D6"
"ENSG00000152315",2289,"KCNK13"
"ENSG00000152332",9248,"UHMK1"
"ENSG00000152348",5445,"ATG10"
"ENSG00000152359",3415,"POC5"
"ENSG00000152377",6200,"SPOCK1"
"ENSG00000152380",3109,"FAM151B"
"ENSG00000152382",2900,"TADA1"
"ENSG00000152402",16306,"GUCY1A2"
"ENSG00000152404",3547,"CWF19L2"
"ENSG00000152409",9096,"JMY"
"ENSG00000152413",6071,"HOMER1"
"ENSG00000152422",2676,"XRCC4"
"ENSG00000152430",3973,"BOLL"
"ENSG00000152433",3568,"ZNF547"
"ENSG00000152439",8141,"ZNF773"
"ENSG00000152443",5454,"ZNF776"
"ENSG00000152454",2207,"ZNF256"
"ENSG00000152455",3565,"SUV39H2"
"ENSG00000152457",15295,"DCLRE1C"
"ENSG00000152463",2334,"OLAH"
"ENSG00000152464",1930,"RPP38"
"ENSG00000152465",6470,"NMT2"
"ENSG00000152467",2396,"ZSCAN1"
"ENSG00000152475",2046,"ZNF837"
"ENSG00000152484",5096,"USP12"
"ENSG00000152492",9183,"CCDC50"
"ENSG00000152495",13614,"CAMK4"
"ENSG00000152503",6061,"TRIM36"
"ENSG00000152518",3693,"ZFP36L2"
"ENSG00000152520",6352,"PAN3"
"ENSG00000152527",9848,"PLEKHH2"
"ENSG00000152556",7246,"PFKM"
"ENSG00000152558",4442,"TMEM123"
"ENSG00000152578",10567,"GRIA4"
"ENSG00000152580",9222,"IGSF10"
"ENSG00000152582",16140,"SPEF2"
"ENSG00000152583",3476,"SPARCL1"
"ENSG00000152591",4331,"DSPP"
"ENSG00000152592",3064,"DMP1"
"ENSG00000152595",2487,"MEPE"
"ENSG00000152601",9989,"MBNL1"
"ENSG00000152611",1142,"CAPSL"
"ENSG00000152620",5015,"NADK2"
"ENSG00000152642",4697,"GPD1L"
"ENSG00000152661",3395,"GJA1"
"ENSG00000152669",1737,"CCNO"
"ENSG00000152670",3829,"DDX4"
"ENSG00000152672",2474,"CLEC4F"
"ENSG00000152683",5410,"SLC30A6"
"ENSG00000152684",4371,"PELO"
"ENSG00000152689",14421,"RASGRP3"
"ENSG00000152700",10798,"SAR1B"
"ENSG00000152705",1569,"CATSPER3"
"ENSG00000152749",8884,"GPR180"
"ENSG00000152760",3360,"DYNLT5"
"ENSG00000152763",6673,"DNAI4"
"ENSG00000152766",3995,"ANKRD22"
"ENSG00000152767",36232,"FARP1"
"ENSG00000152778",4369,"IFIT5"
"ENSG00000152779",4873,"SLC16A12"
"ENSG00000152782",7308,"PANK1"
"ENSG00000152784",4589,"PRDM8"
"ENSG00000152785",6087,"BMP3"
"ENSG00000152795",5529,"HNRNPDL"
"ENSG00000152804",2522,"HHEX"
"ENSG00000152818",15009,"UTRN"
"ENSG00000152822",7408,"GRM1"
"ENSG00000152894",8936,"PTPRK"
"ENSG00000152904",3809,"GGPS1"
"ENSG00000152910",8001,"CNTNAP4"
"ENSG00000152926",14182,"ZNF117"
"ENSG00000152931",12703,"PART1"
"ENSG00000152932",9621,"RAB3C"
"ENSG00000152936",3083,"LMNTD1"
"ENSG00000152939",5366,"MARVELD2"
"ENSG00000152942",4159,"RAD17"
"ENSG00000152944",3632,"MED21"
"ENSG00000152952",14518,"PLOD2"
"ENSG00000152953",5282,"STK32B"
"ENSG00000152954",4122,"NRSN1"
"ENSG00000152969",13824,"JAKMIP1"
"ENSG00000152977",6825,"ZIC1"
"ENSG00000152990",9261,"ADGRA3"
"ENSG00000153002",5703,"CPB1"
"ENSG00000153006",8460,"SREK1IP1"
"ENSG00000153012",6495,"LGI2"
"ENSG00000153015",49554,"CWC27"
"ENSG00000153029",9441,"MR1"
"ENSG00000153037",10517,"SRP19"
"ENSG00000153044",2218,"CENPH"
"ENSG00000153046",4562,"CDYL"
"ENSG00000153048",5577,"CARHSP1"
"ENSG00000153060",1760,"TEKT5"
"ENSG00000153064",6144,"BANK1"
"ENSG00000153066",4268,"TXNDC11"
"ENSG00000153071",7717,"DAB2"
"ENSG00000153086",2716,"ACMSD"
"ENSG00000153093",6107,"ACOXL"
"ENSG00000153094",6987,"BCL2L11"
"ENSG00000153107",13984,"ANAPC1"
"ENSG00000153113",6331,"CAST"
"ENSG00000153130",6296,"SCOC"
"ENSG00000153132",2822,"CLGN"
"ENSG00000153140",3090,"CETN3"
"ENSG00000153147",8146,"SMARCA5"
"ENSG00000153157",3956,"SYCP2L"
"ENSG00000153162",3784,"BMP6"
"ENSG00000153165",7439,"RGPD3"
"ENSG00000153179",4241,"RASSF3"
"ENSG00000153187",22512,"HNRNPU"
"ENSG00000153201",26842,"RANBP2"
"ENSG00000153207",9579,"AHCTF1"
"ENSG00000153208",4133,"MERTK"
"ENSG00000153214",5321,"TMEM87B"
"ENSG00000153230",945,"OR14K1"
"ENSG00000153233",5037,"PTPRR"
"ENSG00000153234",4111,"NR4A2"
"ENSG00000153237",3798,"CCDC148"
"ENSG00000153246",15362,"PLA2R1"
"ENSG00000153250",11763,"RBMS1"
"ENSG00000153253",11566,"SCN3A"
"ENSG00000153266",2228,"FEZF2"
"ENSG00000153283",5867,"CD96"
"ENSG00000153291",3285,"SLC25A27"
"ENSG00000153292",12383,"ADGRF1"
"ENSG00000153294",3391,"ADGRF4"
"ENSG00000153303",8907,"FRMD1"
"ENSG00000153310",9632,"CYRIB"
"ENSG00000153317",8294,"ASAP1"
"ENSG00000153339",9198,"TRAPPC8"
"ENSG00000153347",2473,"FAM81B"
"ENSG00000153363",7488,"LINC00467"
"ENSG00000153391",5073,"INO80C"
"ENSG00000153395",6795,"LPCAT1"
"ENSG00000153404",13287,"PLEKHG4B"
"ENSG00000153406",3427,"NMRAL1"
"ENSG00000153443",3591,"UBALD1"
"ENSG00000153446",2067,"C16orf89"
"ENSG00000153485",2455,"LYSET"
"ENSG00000153487",6330,"ING1"
"ENSG00000153495",956,"TEX29"
"ENSG00000153498",1078,"SPACA7"
"ENSG00000153531",11007,"ADPRHL1"
"ENSG00000153551",3724,"CMTM7"
"ENSG00000153558",7644,"FBXL2"
"ENSG00000153560",9760,"UBP1"
"ENSG00000153561",6686,"RMND5A"
"ENSG00000153563",3976,"CD8A"
"ENSG00000153574",1813,"RPIA"
"ENSG00000153684",5666,"GOLGA8F"
"ENSG00000153707",11468,"PTPRD"
"ENSG00000153714",3062,"LURAP1L"
"ENSG00000153721",21579,"CNKSR3"
"ENSG00000153767",3370,"GTF2E1"
"ENSG00000153774",3335,"CFDP1"
"ENSG00000153779",976,"TGIF2LX"
"ENSG00000153786",3953,"ZDHHC7"
"ENSG00000153789",1862,"CIBAR2"
"ENSG00000153790",3842,"SPMIP4"
"ENSG00000153802",3264,"TMPRSS11D"
"ENSG00000153814",4258,"JAZF1"
"ENSG00000153815",13062,"CMIP"
"ENSG00000153820",7046,"SPHKAP"
"ENSG00000153822",6340,"KCNJ16"
"ENSG00000153823",3367,"PID1"
"ENSG00000153827",13714,"TRIP12"
"ENSG00000153832",3955,"FBXO36"
"ENSG00000153879",4056,"CEBPG"
"ENSG00000153885",6388,"KCTD15"
"ENSG00000153896",6799,"ZNF599"
"ENSG00000153898",3442,"MCOLN2"
"ENSG00000153902",4532,"LGI4"
"ENSG00000153904",4587,"DDAH1"
"ENSG00000153914",18240,"SREK1"
"ENSG00000153922",10816,"CHD1"
"ENSG00000153923",2781,"CLCA3P"
"ENSG00000153930",13047,"ANKFN1"
"ENSG00000153933",10925,"DGKE"
"ENSG00000153936",8469,"HS2ST1"
"ENSG00000153944",22248,"MSI2"
"ENSG00000153956",9168,"CACNA2D1"
"ENSG00000153975",2656,"ZUP1"
"ENSG00000153976",4287,"HS3ST3A1"
"ENSG00000153982",3913,"GDPD1"
"ENSG00000153989",4796,"NUS1"
"ENSG00000153993",8259,"SEMA3D"
"ENSG00000154001",9184,"PPP2R5E"
"ENSG00000154007",1080,"ASB17"
"ENSG00000154016",2498,"GRAP"
"ENSG00000154025",6451,"SLC5A10"
"ENSG00000154027",6948,"AK5"
"ENSG00000154040",3484,"CABYR"
"ENSG00000154059",4896,"IMPACT"
"ENSG00000154065",6417,"ANKRD29"
"ENSG00000154079",1440,"SDHAF4"
"ENSG00000154080",11512,"CHST9"
"ENSG00000154096",6900,"THY1"
"ENSG00000154099",7783,"DNAAF1"
"ENSG00000154102",2181,"C16orf74"
"ENSG00000154114",7021,"TBCEL"
"ENSG00000154118",6320,"JPH3"
"ENSG00000154122",12695,"ANKH"
"ENSG00000154124",12561,"OTULIN"
"ENSG00000154127",8964,"UBASH3B"
"ENSG00000154133",6620,"ROBO4"
"ENSG00000154134",6981,"ROBO3"
"ENSG00000154143",1729,"PANX3"
"ENSG00000154144",7155,"TBRG1"
"ENSG00000154146",1213,"NRGN"
"ENSG00000154153",15449,"RETREG1"
"ENSG00000154162",5650,"CDH12"
"ENSG00000154165",2704,"GPR15"
"ENSG00000154174",5078,"TOMM70"
"ENSG00000154175",10978,"ABI3BP"
"ENSG00000154188",7128,"ANGPT1"
"ENSG00000154198",1512,"CYP4Z2P"
"ENSG00000154217",7812,"PITPNC1"
"ENSG00000154222",7507,"CC2D1B"
"ENSG00000154227",5130,"CERS3"
"ENSG00000154229",11175,"PRKCA"
"ENSG00000154237",17491,"LRRK1"
"ENSG00000154240",13139,"CEP112"
"ENSG00000154252",1452,"GAL3ST2"
"ENSG00000154258",9024,"ABCA9"
"ENSG00000154262",14158,"ABCA6"
"ENSG00000154263",8405,"ABCA10"
"ENSG00000154265",13158,"ABCA5"
"ENSG00000154269",3885,"ENPP3"
"ENSG00000154274",4470,"C4orf19"
"ENSG00000154277",2207,"UCHL1"
"ENSG00000154305",10155,"MIA3"
"ENSG00000154309",13030,"DISP1"
"ENSG00000154310",11448,"TNIK"
"ENSG00000154316",1110,"TDH"
"ENSG00000154319",5049,"FAM167A"
"ENSG00000154328",3366,"NEIL2"
"ENSG00000154330",7714,"PGM5"
"ENSG00000154342",2996,"WNT3A"
"ENSG00000154358",39568,"OBSCN"
"ENSG00000154359",5709,"LONRF1"
"ENSG00000154370",8488,"TRIM11"
"ENSG00000154380",15205,"ENAH"
"ENSG00000154415",4623,"PPP1R3A"
"ENSG00000154429",6257,"CCSAP"
"ENSG00000154438",3049,"ASZ1"
"ENSG00000154447",5472,"SH3RF1"
"ENSG00000154451",10960,"GBP5"
"ENSG00000154473",8175,"BUB3"
"ENSG00000154478",10306,"GPR26"
"ENSG00000154479",2208,"CFAP210"
"ENSG00000154485",3441,"MMP21"
"ENSG00000154493",5659,"C10orf90"
"ENSG00000154511",3091,"DIPK1A"
"ENSG00000154518",3883,"ATP5MC3"
"ENSG00000154529",13220,"CNTNAP3B"
"ENSG00000154545",4756,"MAGED4"
"ENSG00000154548",6658,"SRSF12"
"ENSG00000154553",9012,"PDLIM3"
"ENSG00000154556",25610,"SORBS2"
"ENSG00000154582",9275,"ELOC"
"ENSG00000154589",559,"LY96"
"ENSG00000154608",4587,"CEP170P1"
"ENSG00000154611",1894,"PSMA8"
"ENSG00000154620",1337,"TMSB4Y"
"ENSG00000154639",6021,"CXADR"
"ENSG00000154640",2304,"BTG3"
"ENSG00000154642",6228,"C21orf91"
"ENSG00000154645",3093,"CHODL"
"ENSG00000154646",4362,"TMPRSS15"
"ENSG00000154654",8286,"NCAM2"
"ENSG00000154655",7959,"L3MBTL4"
"ENSG00000154678",14131,"PDE1C"
"ENSG00000154710",5501,"RABGEF1"
"ENSG00000154719",1199,"MRPL39"
"ENSG00000154721",5947,"JAM2"
"ENSG00000154723",2009,"ATP5PF"
"ENSG00000154727",5742,"GABPA"
"ENSG00000154734",7303,"ADAMTS1"
"ENSG00000154736",9765,"ADAMTS5"
"ENSG00000154743",12407,"TSEN2"
"ENSG00000154760",9329,"SLFN13"
"ENSG00000154764",4529,"WNT7A"
"ENSG00000154767",4880,"XPC"
"ENSG00000154781",3535,"CCDC174"
"ENSG00000154783",8099,"FGD5"
"ENSG00000154803",9786,"FLCN"
"ENSG00000154813",4476,"DPH3"
"ENSG00000154814",6095,"OXNAD1"
"ENSG00000154822",5160,"PLCL2"
"ENSG00000154832",3854,"CXXC1"
"ENSG00000154839",2900,"SKA1"
"ENSG00000154845",8131,"PPP4R1"
"ENSG00000154856",5937,"APCDD1"
"ENSG00000154864",21000,"PIEZO2"
"ENSG00000154874",4310,"CCDC144BP"
"ENSG00000154889",6773,"MPPE1"
"ENSG00000154898",5227,"CCDC144CP"
"ENSG00000154914",5084,"USP43"
"ENSG00000154917",6055,"RAB6B"
"ENSG00000154920",3294,"EME1"
"ENSG00000154928",5843,"EPHB1"
"ENSG00000154930",8691,"ACSS1"
"ENSG00000154945",4831,"ANKRD40"
"ENSG00000154957",2977,"ZNF18"
"ENSG00000154975",4437,"CA10"
"ENSG00000154978",5341,"VOPP1"
"ENSG00000154997",3875,"SEPTIN14"
"ENSG00000155008",6480,"APOOL"
"ENSG00000155011",4335,"DKK2"
"ENSG00000155016",5920,"CYP2U1"
"ENSG00000155026",4999,"RSPH10B"
"ENSG00000155034",9753,"FBXL18"
"ENSG00000155052",11381,"CNTNAP5"
"ENSG00000155066",6067,"PROM2"
"ENSG00000155070",730,"UNC93B2"
"ENSG00000155085",10099,"AK9"
"ENSG00000155087",1026,"ODF1"
"ENSG00000155090",3821,"KLF10"
"ENSG00000155093",4860,"PTPRN2"
"ENSG00000155096",6130,"AZIN1"
"ENSG00000155097",5851,"ATP6V1C1"
"ENSG00000155099",2868,"PIP4P2"
"ENSG00000155100",3977,"OTUD6B"
"ENSG00000155111",7645,"CDK19"
"ENSG00000155115",921,"GTF3C6"
"ENSG00000155158",12208,"TTC39B"
"ENSG00000155189",6236,"AGPAT5"
"ENSG00000155229",5763,"MMS19"
"ENSG00000155249",1525,"OR4K1"
"ENSG00000155252",4204,"PI4K2A"
"ENSG00000155254",3371,"MARVELD1"
"ENSG00000155256",3899,"ZFYVE27"
"ENSG00000155265",6845,"GOLGA7B"
"ENSG00000155269",10635,"GPR78"
"ENSG00000155275",7752,"TRMT44"
"ENSG00000155287",3416,"SLC25A28"
"ENSG00000155304",4153,"HSPA13"
"ENSG00000155307",5185,"SAMSN1"
"ENSG00000155313",7861,"USP25"
"ENSG00000155324",5051,"GRAMD2B"
"ENSG00000155329",2559,"ZCCHC10"
"ENSG00000155330",7216,"C16orf87"
"ENSG00000155363",8760,"MOV10"
"ENSG00000155366",4007,"RHOC"
"ENSG00000155367",2729,"PPM1J"
"ENSG00000155368",2496,"DBI"
"ENSG00000155380",6347,"SLC16A1"
"ENSG00000155393",8273,"HEATR3"
"ENSG00000155428",1471,"TRIM74"
"ENSG00000155438",2435,"NIFK"
"ENSG00000155463",4498,"OXA1L"
"ENSG00000155465",5368,"SLC7A7"
"ENSG00000155495",4256,"MAGEC1"
"ENSG00000155506",12238,"LARP1"
"ENSG00000155508",3929,"CNOT8"
"ENSG00000155511",7791,"GRIA1"
"ENSG00000155530",6960,"LRGUK"
"ENSG00000155542",2711,"SETD9"
"ENSG00000155545",5763,"MIER3"
"ENSG00000155561",7621,"NUP205"
"ENSG00000155592",7884,"ZKSCAN2"
"ENSG00000155621",4973,"C9orf85"
"ENSG00000155622",627,"XAGE2"
"ENSG00000155629",5688,"PIK3AP1"
"ENSG00000155636",4784,"RBM45"
"ENSG00000155657",119074,"TTN"
"ENSG00000155659",2333,"VSIG4"
"ENSG00000155660",3298,"PDIA4"
"ENSG00000155666",4026,"KDM8"
"ENSG00000155714",1337,"PDZD9"
"ENSG00000155719",7541,"OTOA"
"ENSG00000155729",4909,"KCTD18"
"ENSG00000155744",12810,"HYCC2"
"ENSG00000155749",2635,"FLACC1"
"ENSG00000155754",6819,"C2CD6"
"ENSG00000155755",8080,"TMEM237"
"ENSG00000155760",4587,"FZD7"
"ENSG00000155761",9828,"SPAG17"
"ENSG00000155792",2627,"DEPTOR"
"ENSG00000155816",18429,"FMN2"
"ENSG00000155827",4692,"RNF20"
"ENSG00000155833",2276,"CYLC2"
"ENSG00000155846",12889,"PPARGC1B"
"ENSG00000155849",10999,"ELMO1"
"ENSG00000155850",10206,"SLC26A2"
"ENSG00000155858",6567,"LSM11"
"ENSG00000155868",2776,"MED7"
"ENSG00000155875",9081,"SAXO1"
"ENSG00000155876",1599,"RRAGA"
"ENSG00000155886",10993,"SLC24A2"
"ENSG00000155890",2514,"TRIM42"
"ENSG00000155893",13343,"PXYLP1"
"ENSG00000155897",4444,"ADCY8"
"ENSG00000155903",6003,"RASA2"
"ENSG00000155906",10735,"RMND1"
"ENSG00000155918",1346,"RAET1L"
"ENSG00000155926",7491,"SLA"
"ENSG00000155957",4067,"TMBIM4"
"ENSG00000155959",1948,"VBP1"
"ENSG00000155961",3413,"RAB39B"
"ENSG00000155962",2840,"CLIC2"
"ENSG00000155966",14241,"AFF2"
"ENSG00000155970",4604,"MICU3"
"ENSG00000155974",7135,"GRIP1"
"ENSG00000155975",6424,"VPS37A"
"ENSG00000155980",12245,"KIF5A"
"ENSG00000156006",1285,"NAT2"
"ENSG00000156009",2363,"MAGEA8"
"ENSG00000156011",15225,"PSD3"
"ENSG00000156017",4840,"CARNMT1"
"ENSG00000156026",4521,"MCU"
"ENSG00000156030",13489,"MIDEAS"
"ENSG00000156042",7664,"CFAP70"
"ENSG00000156049",2736,"GNA14"
"ENSG00000156050",5087,"FAM161B"
"ENSG00000156052",6972,"GNAQ"
"ENSG00000156076",2107,"WIF1"
"ENSG00000156096",2489,"UGT2B4"
"ENSG00000156097",5057,"GPR61"
"ENSG00000156103",12108,"MMP16"
"ENSG00000156110",4658,"ADK"
"ENSG00000156113",39437,"KCNMA1"
"ENSG00000156127",928,"BATF"
"ENSG00000156136",3103,"DCK"
"ENSG00000156140",7007,"ADAMTS3"
"ENSG00000156150",1976,"ALX3"
"ENSG00000156162",7136,"DPY19L4"
"ENSG00000156170",12371,"NDUFAF6"
"ENSG00000156171",3295,"DRAM2"
"ENSG00000156172",3340,"CFAP418"
"ENSG00000156194",4979,"PPEF2"
"ENSG00000156206",1960,"CFAP161"
"ENSG00000156218",9752,"ADAMTSL3"
"ENSG00000156219",4526,"ART3"
"ENSG00000156222",3447,"SLC28A1"
"ENSG00000156232",5123,"WHAMM"
"ENSG00000156234",1435,"CXCL13"
"ENSG00000156239",4865,"N6AMT1"
"ENSG00000156253",3377,"RWDD2B"
"ENSG00000156256",5694,"USP16"
"ENSG00000156261",3341,"CCT8"
"ENSG00000156265",4594,"MAP3K7CL"
"ENSG00000156269",2718,"NAA11"
"ENSG00000156273",7666,"BACH1"
"ENSG00000156282",1241,"CLDN17"
"ENSG00000156284",2092,"CLDN8"
"ENSG00000156298",2938,"TSPAN7"
"ENSG00000156299",9239,"TIAM1"
"ENSG00000156304",5977,"SCAF4"
"ENSG00000156313",8358,"RPGR"
"ENSG00000156345",5727,"CDK20"
"ENSG00000156374",3008,"PCGF6"
"ENSG00000156381",7208,"ANKRD9"
"ENSG00000156384",1806,"SFR1"
"ENSG00000156395",5575,"SORCS3"
"ENSG00000156398",8034,"SFXN2"
"ENSG00000156411",3415,"ATP5MJ"
"ENSG00000156413",4542,"FUT6"
"ENSG00000156414",5486,"TDRD9"
"ENSG00000156427",1998,"FGF18"
"ENSG00000156453",5924,"PCDH1"
"ENSG00000156463",7209,"SH3RF2"
"ENSG00000156466",3712,"GDF6"
"ENSG00000156467",12600,"UQCRB"
"ENSG00000156469",1801,"MTERF3"
"ENSG00000156471",6108,"PTDSS1"
"ENSG00000156475",13610,"PPP2R2B"
"ENSG00000156482",3987,"RPL30"
"ENSG00000156486",5417,"KCNS2"
"ENSG00000156500",7919,"PABIR3"
"ENSG00000156502",4281,"SUPV3L1"
"ENSG00000156504",4404,"PABIR2"
"ENSG00000156508",10063,"EEF1A1"
"ENSG00000156509",3976,"FBXO43"
"ENSG00000156510",4223,"HKDC1"
"ENSG00000156515",6876,"HK1"
"ENSG00000156521",4621,"TYSND1"
"ENSG00000156531",16534,"PHF6"
"ENSG00000156535",9782,"CD109"
"ENSG00000156564",3316,"LRFN2"
"ENSG00000156574",2086,"NODAL"
"ENSG00000156575",869,"PRG3"
"ENSG00000156587",2062,"UBE2L6"
"ENSG00000156599",5424,"ZDHHC5"
"ENSG00000156603",1779,"MED19"
"ENSG00000156639",3808,"ZFAND3"
"ENSG00000156642",4032,"NPTN"
"ENSG00000156650",32495,"KAT6B"
"ENSG00000156671",7308,"SAMD8"
"ENSG00000156675",9632,"RAB11FIP1"
"ENSG00000156687",10798,"UNC5D"
"ENSG00000156689",1758,"GLYATL2"
"ENSG00000156697",4087,"UTP14A"
"ENSG00000156709",13092,"AIFM1"
"ENSG00000156711",7034,"MAPK13"
"ENSG00000156735",4809,"BAG4"
"ENSG00000156738",4770,"MS4A1"
"ENSG00000156755",350,"IGKV1OR-2"
"ENSG00000156787",8609,"TBC1D31"
"ENSG00000156795",4929,"NTAQ1"
"ENSG00000156802",7100,"ATAD2"
"ENSG00000156804",7395,"FBXO32"
"ENSG00000156831",2996,"NSMCE2"
"ENSG00000156853",4162,"ZNF689"
"ENSG00000156858",3764,"PRR14"
"ENSG00000156860",7214,"FBRS"
"ENSG00000156869",8624,"FRRS1"
"ENSG00000156873",7486,"PHKG2"
"ENSG00000156875",2945,"MFSD14A"
"ENSG00000156876",3972,"SASS6"
"ENSG00000156885",473,"COX6A2"
"ENSG00000156886",4388,"ITGAD"
"ENSG00000156920",10076,"ADGRG4"
"ENSG00000156925",4668,"ZIC3"
"ENSG00000156928",3712,"MALSU1"
"ENSG00000156931",10366,"VPS8"
"ENSG00000156958",7343,"GALK2"
"ENSG00000156959",5349,"LHFPL4"
"ENSG00000156966",9398,"B3GNT7"
"ENSG00000156968",6012,"MPV17L"
"ENSG00000156970",4463,"BUB1B"
"ENSG00000156973",2824,"PDE6D"
"ENSG00000156976",6130,"EIF4A2"
"ENSG00000156983",7784,"BRPF1"
"ENSG00000156990",5307,"RPUSD3"
"ENSG00000157005",607,"SST"
"ENSG00000157014",5572,"TATDN2"
"ENSG00000157017",2073,"GHRL"
"ENSG00000157020",5380,"SEC13"
"ENSG00000157021",890,"CIBAR1P1"
"ENSG00000157036",5575,"EXOG"
"ENSG00000157045",3539,"NTAN1"
"ENSG00000157060",2982,"SHCBP1L"
"ENSG00000157064",6943,"NMNAT2"
"ENSG00000157077",7980,"ZFYVE9"
"ENSG00000157087",10260,"ATP2B2"
"ENSG00000157093",1018,"LYZL4"
"ENSG00000157103",18242,"SLC6A1"
"ENSG00000157106",25161,"SMG1"
"ENSG00000157107",6067,"FCHO2"
"ENSG00000157110",8894,"RBPMS"
"ENSG00000157111",1250,"TMEM171"
"ENSG00000157119",2499,"KLHL40"
"ENSG00000157131",4674,"C8A"
"ENSG00000157150",1194,"TIMP4"
"ENSG00000157152",6329,"SYN2"
"ENSG00000157168",21372,"NRG1"
"ENSG00000157181",4073,"ODR4"
"ENSG00000157184",10089,"CPT2"
"ENSG00000157191",5510,"NECAP2"
"ENSG00000157193",19668,"LRP8"
"ENSG00000157211",3510,"CDCP2"
"ENSG00000157212",9681,"PAXIP1"
"ENSG00000157214",8720,"STEAP2"
"ENSG00000157216",6930,"SSBP3"
"ENSG00000157219",4901,"HTR5A"
"ENSG00000157224",6708,"CLDN12"
"ENSG00000157227",4623,"MMP14"
"ENSG00000157240",6894,"FZD1"
"ENSG00000157259",6337,"GATAD1"
"ENSG00000157303",1258,"SUSD3"
"ENSG00000157306",5097,"ZFHX2-AS1"
"ENSG00000157315",1386,"TMED6"
"ENSG00000157322",6140,"CLEC18A"
"ENSG00000157326",2157,"DHRS4"
"ENSG00000157330",4133,"CFAP107"
"ENSG00000157335",4926,"CLEC18C"
"ENSG00000157343",1418,"ARMC12"
"ENSG00000157349",4455,"DDX19B"
"ENSG00000157350",9745,"ST3GAL2"
"ENSG00000157353",7231,"FCSK"
"ENSG00000157368",2233,"IL34"
"ENSG00000157379",4949,"DHRS1"
"ENSG00000157388",19199,"CACNA1D"
"ENSG00000157399",5282,"ARSL"
"ENSG00000157404",11327,"KIT"
"ENSG00000157423",28702,"HYDIN"
"ENSG00000157426",4654,"AASDH"
"ENSG00000157429",9225,"ZNF19"
"ENSG00000157445",4714,"CACNA2D3"
"ENSG00000157450",7173,"RNF111"
"ENSG00000157456",2753,"CCNB2"
"ENSG00000157470",5571,"FAM81A"
"ENSG00000157483",9077,"MYO1E"
"ENSG00000157500",7516,"APPL1"
"ENSG00000157502",4343,"PWWP3B"
"ENSG00000157510",6568,"AFAP1L1"
"ENSG00000157514",4957,"TSC22D3"
"ENSG00000157538",9301,"VPS26C"
"ENSG00000157540",26763,"DYRK1A"
"ENSG00000157542",19979,"KCNJ6"
"ENSG00000157551",10342,"KCNJ15"
"ENSG00000157554",7568,"ERG"
"ENSG00000157557",4977,"ETS2"
"ENSG00000157570",6014,"TSPAN18"
"ENSG00000157578",5957,"LCA5L"
"ENSG00000157593",2192,"SLC35B2"
"ENSG00000157600",8096,"TMEM164"
"ENSG00000157601",17984,"MX1"
"ENSG00000157613",4023,"CREB3L1"
"ENSG00000157617",8730,"C2CD2"
"ENSG00000157625",12571,"TAB3"
"ENSG00000157637",7907,"SLC38A10"
"ENSG00000157653",2240,"C9orf43"
"ENSG00000157654",18341,"PALM2AKAP2"
"ENSG00000157657",10386,"ZNF618"
"ENSG00000157680",15674,"DGKI"
"ENSG00000157693",4792,"TMEM268"
"ENSG00000157703",6312,"SVOPL"
"ENSG00000157734",5767,"SNX22"
"ENSG00000157741",16634,"UBN2"
"ENSG00000157764",23433,"BRAF"
"ENSG00000157765",5045,"SLC34A2"
"ENSG00000157766",10914,"ACAN"
"ENSG00000157778",1973,"PSMG3"
"ENSG00000157782",5784,"CABP1"
"ENSG00000157796",8773,"WDR19"
"ENSG00000157800",10588,"SLC37A3"
"ENSG00000157823",9237,"AP3S2"
"ENSG00000157827",6574,"FMNL2"
"ENSG00000157833",5942,"GAREM2"
"ENSG00000157837",6659,"SPPL3"
"ENSG00000157851",7048,"DPYSL5"
"ENSG00000157856",3044,"DRC1"
"ENSG00000157869",2221,"RAB28"
"ENSG00000157870",3371,"PRXL2B"
"ENSG00000157873",6214,"TNFRSF14"
"ENSG00000157881",5072,"PANK4"
"ENSG00000157884",1044,"CIB4"
"ENSG00000157890",9837,"MEGF11"
"ENSG00000157895",6140,"C12orf43"
"ENSG00000157911",3782,"PEX10"
"ENSG00000157916",5689,"RER1"
"ENSG00000157927",6513,"RADIL"
"ENSG00000157933",6687,"SKI"
"ENSG00000157954",8983,"WIPI2"
"ENSG00000157965",691,"SSX8P"
"ENSG00000157978",6758,"LDLRAP1"
"ENSG00000157985",13947,"AGAP1"
