"ID","Length","Symbol"
"ENSG00000203795",596,"FAM24A"
"ENSG00000203797",2130,"DDO"
"ENSG00000203799",10012,"CCDC162P"
"ENSG00000203801",3311,"LINC00222"
"ENSG00000203804",2622,"ADAMTSL4-AS1"
"ENSG00000203805",1785,"PLPP4"
"ENSG00000203808",2347,"BVES-AS1"
"ENSG00000203809",2860,"LIN28B-AS1"
"ENSG00000203811",1656,"HIST2H3C"
"ENSG00000203812",549,"HIST2H2AA3"
"ENSG00000203814",3196,"HIST2H2BF"
"ENSG00000203818",411,"HIST2H3PS2"
"ENSG00000203819",580,"HIST2H2BC"
"ENSG00000203825",2594,"AC239859.1"
"ENSG00000203837",2354,"PNLIPRP3"
"ENSG00000203852",1656,"HIST2H3A"
"ENSG00000203855",1120,"HSD3BP4"
"ENSG00000203857",2443,"HSD3B1"
"ENSG00000203858",1118,"HSD3BP2"
"ENSG00000203859",2336,"HSD3B2"
"ENSG00000203864",386,"C1orf137"
"ENSG00000203865",2458,"ATP1A1-AS1"
"ENSG00000203867",8162,"RBM20"
"ENSG00000203870",1225,"SMIM9"
"ENSG00000203872",2884,"C6orf163"
"ENSG00000203875",2794,"SNHG5"
"ENSG00000203876",9007,"ADD3-AS1"
"ENSG00000203877",4172,"RIPPLY2"
"ENSG00000203878",2837,"CHIAP2"
"ENSG00000203879",5256,"GDI1"
"ENSG00000203880",5997,"PCMTD2"
"ENSG00000203883",1864,"SOX18"
"ENSG00000203886",491,"CYP17A1-AS1"
"ENSG00000203896",2550,"LIME1"
"ENSG00000203897",608,"SPATA42"
"ENSG00000203900",3410,"AL121827.1"
"ENSG00000203907",1467,"OOEP"
"ENSG00000203908",1018,"KHDC3L"
"ENSG00000203909",679,"DPPA5"
"ENSG00000203910",1061,"C1orf146"
"ENSG00000203914",1567,"HSP90B3P"
"ENSG00000203923",1276,"SPANXN1"
"ENSG00000203926",691,"SPANXA2"
"ENSG00000203930",3008,"LINC00632"
"ENSG00000203933",1281,"CXorf66"
"ENSG00000203942",1208,"C10orf62"
"ENSG00000203943",3455,"SAMD13"
"ENSG00000203950",1265,"RTL8A"
"ENSG00000203952",1790,"CCDC160"
"ENSG00000203963",5022,"C1orf141"
"ENSG00000203965",5704,"EFCAB7"
"ENSG00000203970",518,"DEFB110"
"ENSG00000203971",1854,"AL354984.1"
"ENSG00000203972",1124,"GLYATL3"
"ENSG00000203985",2375,"LDLRAD1"
"ENSG00000203987",3373,"AL772363.1"
"ENSG00000203989",2864,"RHOXF2B"
"ENSG00000203993",2387,"ARRDC1-AS1"
"ENSG00000203995",4694,"ZYG11A"
"ENSG00000203999",3014,"LINC01270"
"ENSG00000204001",3038,"LCN8"
"ENSG00000204003",2651,"AL355987.1"
"ENSG00000204006",1105,"C1orf185"
"ENSG00000204007",1526,"GLT6D1"
"ENSG00000204010",1972,"IFIT1B"
"ENSG00000204011",336,"COL5A1-AS1"
"ENSG00000204019",548,"CT83"
"ENSG00000204020",1197,"LIPN"
"ENSG00000204021",1230,"LIPK"
"ENSG00000204022",4528,"LIPJ"
"ENSG00000204025",3019,"TRPC5OS"
"ENSG00000204031",223,"LCN1P2"
"ENSG00000204033",3177,"LRIT2"
"ENSG00000204044",2244,"SLC12A5-AS1"
"ENSG00000204049",1922,"AL391421.1"
"ENSG00000204052",2121,"LRRC73"
"ENSG00000204053",1075,"MYCLP1"
"ENSG00000204054",13171,"LINC00963"
"ENSG00000204055",2288,"AL158151.1"
"ENSG00000204060",2398,"FOXO6"
"ENSG00000204065",1168,"TCEAL5"
"ENSG00000204070",6117,"SYS1"
"ENSG00000204071",1375,"TCEAL6"
"ENSG00000204072",1162,"ARMCX7P"
"ENSG00000204084",8930,"INPP5B"
"ENSG00000204086",1560,"RPA4"
"ENSG00000204091",1617,"TDRG1"
"ENSG00000204092",554,"LINC00951"
"ENSG00000204099",4689,"NEU4"
"ENSG00000204103",3393,"MAFB"
"ENSG00000204104",4617,"TRAF3IP1"
"ENSG00000204110",537,"LINC02520"
"ENSG00000204113",1225,"BMP2KL"
"ENSG00000204116",6939,"CHIC1"
"ENSG00000204117",2112,"AL162293.1"
"ENSG00000204118",2044,"NAP1L6"
"ENSG00000204120",13416,"GIGYF2"
"ENSG00000204121",1742,"ECEL1P1"
"ENSG00000204128",3851,"C2orf72"
"ENSG00000204130",8137,"RUFY2"
"ENSG00000204131",17706,"NHSL2"
"ENSG00000204136",4501,"GGTA1P"
"ENSG00000204138",7322,"PHACTR4"
"ENSG00000204140",790,"CLPSL1"
"ENSG00000204147",4309,"ASAH2B"
"ENSG00000204148",769,"LINC00474"
"ENSG00000204149",3160,"AGAP6"
"ENSG00000204152",3056,"TIMM23B"
"ENSG00000204160",5436,"ZDHHC18"
"ENSG00000204161",4123,"C10orf128"
"ENSG00000204165",1128,"CXorf65"
"ENSG00000204172",2387,"AGAP9"
"ENSG00000204173",2271,"LRRC37A5P"
"ENSG00000204174",1956,"NPY4R"
"ENSG00000204175",1968,"GPRIN2"
"ENSG00000204176",7158,"SYT15"
"ENSG00000204177",4561,"BMS1P1"
"ENSG00000204178",3979,"TMEM57"
"ENSG00000204179",4506,"PTPN20"
"ENSG00000204183",1734,"GDF5OS"
"ENSG00000204186",10340,"ZDBF2"
"ENSG00000204187",1121,"LINC00619"
"ENSG00000204188",1737,"GGNBP1"
"ENSG00000204193",2135,"TXNDC8"
"ENSG00000204194",498,"RPL12P1"
"ENSG00000204195",1434,"AWAT1"
"ENSG00000204196",498,"RPL12P16"
"ENSG00000204197",3333,"KIFC1"
"ENSG00000204209",3681,"DAXX"
"ENSG00000204217",11900,"BMPR2"
"ENSG00000204219",3515,"TCEA3"
"ENSG00000204220",2953,"PFDN6"
"ENSG00000204221",3115,"WDR46"
"ENSG00000204227",1818,"RING1"
"ENSG00000204228",1171,"HSD17B8"
"ENSG00000204231",3920,"RXRB"
"ENSG00000204237",1600,"OXLD1"
"ENSG00000204241",4032,"AP000911.1"
"ENSG00000204246",1108,"OR13C3"
"ENSG00000204248",6740,"COL11A2"
"ENSG00000204250",590,"LINC00587"
"ENSG00000204252",4012,"HLA-DOA"
"ENSG00000204253",881,"HNRNPCP2"
"ENSG00000204256",7337,"BRD2"
"ENSG00000204257",2534,"HLA-DMA"
"ENSG00000204261",1951,"PSMB8-AS1"
"ENSG00000204262",7156,"COL5A2"
"ENSG00000204264",2006,"PSMB8"
"ENSG00000204267",6390,"TAP2"
"ENSG00000204271",15841,"SPIN3"
"ENSG00000204272",1707,"NBDY"
"ENSG00000204277",2934,"LINC01993"
"ENSG00000204278",2602,"TMEM235"
"ENSG00000204279",759,"PAGE3"
"ENSG00000204282",4402,"TNRC6C-AS1"
"ENSG00000204283",4678,"LINC01973"
"ENSG00000204287",1280,"HLA-DRA"
"ENSG00000204290",1468,"BTNL2"
"ENSG00000204291",6653,"COL15A1"
"ENSG00000204296",2474,"C6orf10"
"ENSG00000204300",1107,"TMEM225"
"ENSG00000204301",9748,"NOTCH4"
"ENSG00000204304",4344,"PBX2"
"ENSG00000204305",2077,"AGER"
"ENSG00000204308",1178,"RNF5"
"ENSG00000204310",3631,"AGPAT1"
"ENSG00000204311",2456,"DFNB59"
"ENSG00000204314",4261,"PRRT1"
"ENSG00000204315",1345,"FKBPL"
"ENSG00000204316",3663,"MRPL38"
"ENSG00000204323",5117,"SMIM5"
"ENSG00000204334",601,"ERICH2"
"ENSG00000204335",2060,"SP5"
"ENSG00000204338",1971,"CYP21A1P"
"ENSG00000204344",3954,"STK19"
"ENSG00000204345",1303,"CD300LD"
"ENSG00000204347",1805,"BTBD17"
"ENSG00000204348",2483,"DXO"
"ENSG00000204351",5565,"SKIV2L"
"ENSG00000204352",1154,"C9orf129"
"ENSG00000204356",2719,"NELFE"
"ENSG00000204359",3490,"CFB"
"ENSG00000204361",1873,"NXPE2"
"ENSG00000204362",4676,"AL590644.1"
"ENSG00000204363",1316,"SPANXN5"
"ENSG00000204364",5241,"C2"
"ENSG00000204365",2149,"C10orf126"
"ENSG00000204366",1875,"ZBTB12"
"ENSG00000204368",873,"AC245047.1"
"ENSG00000204370",2838,"SDHD"
"ENSG00000204371",7289,"EHMT2"
"ENSG00000204379",1071,"XAGE1A"
"ENSG00000204380",5874,"PKP4-AS1"
"ENSG00000204381",3144,"LAYN"
"ENSG00000204382",1414,"XAGE1B"
"ENSG00000204385",3369,"SLC44A4"
"ENSG00000204386",4822,"NEU1"
"ENSG00000204387",1801,"C6orf48"
"ENSG00000204388",2521,"HSPA1B"
"ENSG00000204389",2483,"HSPA1A"
"ENSG00000204390",2544,"HSPA1L"
"ENSG00000204392",1077,"LSM2"
"ENSG00000204393",870,"AL133343.1"
"ENSG00000204394",6081,"VARS"
"ENSG00000204396",3638,"VWA7"
"ENSG00000204397",1688,"CARD16"
"ENSG00000204398",2130,"AL359649.1"
"ENSG00000204399",114,"AC012306.1"
"ENSG00000204403",1786,"CASP12"
"ENSG00000204406",24256,"MBD5"
"ENSG00000204410",6234,"MSH5"
"ENSG00000204414",1817,"CSHL1"
"ENSG00000204420",2937,"MPIG6B"
"ENSG00000204421",1103,"LY6G6C"
"ENSG00000204422",2332,"AL662899.1"
"ENSG00000204424",920,"LY6G6F"
"ENSG00000204427",4153,"ABHD16A"
"ENSG00000204428",2621,"LY6G5C"
"ENSG00000204429",775,"AL451142.1"
"ENSG00000204434",2688,"POTEKP"
"ENSG00000204435",2933,"CSNK2B"
"ENSG00000204437",1002,"CTSLP6"
"ENSG00000204438",3528,"GPANK1"
"ENSG00000204439",2475,"C6orf47"
"ENSG00000204442",8503,"FAM155A"
"ENSG00000204444",1660,"APOM"
"ENSG00000204446",3239,"C9orf170"
"ENSG00000204449",2163,"TRIM49C"
"ENSG00000204450",2691,"TRIM64"
"ENSG00000204455",1359,"TRIM51BP"
"ENSG00000204456",755,"AP003122.1"
"ENSG00000204460",2213,"LINC01854"
"ENSG00000204463",5310,"BAG6"
"ENSG00000204464",559,"C1orf195"
"ENSG00000204469",9115,"PRRC2A"
"ENSG00000204471",1075,"TBC1D3P4"
"ENSG00000204472",1276,"AIF1"
"ENSG00000204475",1212,"NCR3"
"ENSG00000204478",1597,"PRAMEF20"
"ENSG00000204479",1578,"PRAMEF17"
"ENSG00000204480",1233,"PRAMEF19"
"ENSG00000204481",2301,"PRAMEF14"
"ENSG00000204482",2281,"LST1"
"ENSG00000204487",926,"LTB"
"ENSG00000204490",1676,"TNF"
"ENSG00000204498",1779,"NFKBIL1"
"ENSG00000204501",1865,"PRAMEF15"
"ENSG00000204505",1863,"PRAMEF9"
"ENSG00000204510",1660,"PRAMEF7"
"ENSG00000204511",955,"MCCD1"
"ENSG00000204514",12600,"ZNF814"
"ENSG00000204516",2798,"MICB"
"ENSG00000204518",1575,"AADACL4"
"ENSG00000204519",4709,"ZNF551"
"ENSG00000204520",2386,"MICA"
"ENSG00000204524",2523,"ZNF805"
"ENSG00000204525",2507,"HLA-C"
"ENSG00000204528",593,"PSORS1C3"
"ENSG00000204529",2609,"GUCY2EP"
"ENSG00000204531",2896,"POU5F1"
"ENSG00000204532",1892,"ZSCAN5C"
"ENSG00000204536",5086,"CCHCR1"
"ENSG00000204538",1150,"PSORS1C2"
"ENSG00000204539",2552,"CDSN"
"ENSG00000204540",5781,"PSORS1C1"
"ENSG00000204542",1140,"C6orf15"
"ENSG00000204544",3793,"MUC21"
"ENSG00000204547",547,"DEFB122"
"ENSG00000204548",630,"DEFB121"
"ENSG00000204555",212,"CFTRP3"
"ENSG00000204556",353,"AL450124.1"
"ENSG00000204560",4008,"DHX16"
"ENSG00000204564",2118,"C6orf136"
"ENSG00000204568",1888,"MRPS18B"
"ENSG00000204569",5215,"PPP1R10"
"ENSG00000204571",1522,"KRTAP5-11"
"ENSG00000204572",1176,"KRTAP5-10"
"ENSG00000204574",4523,"ABCF1"
"ENSG00000204576",4281,"PRR3"
"ENSG00000204577",3736,"LILRB3"
"ENSG00000204580",9122,"DDR1"
"ENSG00000204581",3432,"ACOXL-AS1"
"ENSG00000204583",1817,"LRCOL1"
"ENSG00000204584",2100,"AC027801.1"
"ENSG00000204588",3295,"LINC01123"
"ENSG00000204590",8646,"GNL1"
"ENSG00000204592",2975,"HLA-E"
"ENSG00000204595",648,"DPRX"
"ENSG00000204599",4226,"TRIM39"
"ENSG00000204603",2562,"LINC01257"
"ENSG00000204604",5281,"ZNF468"
"ENSG00000204610",2515,"TRIM15"
"ENSG00000204611",4891,"ZNF616"
"ENSG00000204612",1299,"FOXB2"
"ENSG00000204613",3546,"TRIM10"
"ENSG00000204614",2497,"TRIM40"
"ENSG00000204616",3535,"TRIM31"
"ENSG00000204618",2206,"RNF39"
"ENSG00000204619",2538,"PPP1R11"
"ENSG00000204620",549,"AC115618.1"
"ENSG00000204622",1946,"HLA-J"
"ENSG00000204623",17538,"ZNRD1ASP"
"ENSG00000204624",6142,"DISP3"
"ENSG00000204625",700,"HCG9"
"ENSG00000204628",5990,"RACK1"
"ENSG00000204632",1763,"HLA-G"
"ENSG00000204634",6030,"TBC1D8"
"ENSG00000204637",336,"AC068538.1"
"ENSG00000204640",485,"NMS"
"ENSG00000204642",4342,"HLA-F"
"ENSG00000204644",2149,"ZFP57"
"ENSG00000204648",821,"SSX9"
"ENSG00000204650",15578,"LINC02210"
"ENSG00000204652",348,"RPS26P8"
"ENSG00000204653",1653,"ASPDH"
"ENSG00000204655",3196,"MOG"
"ENSG00000204657",3276,"OR2H2"
"ENSG00000204658",320,"CST9LP2"
"ENSG00000204659",785,"CBY3"
"ENSG00000204661",3284,"C5orf60"
"ENSG00000204662",444,"CST9LP1"
"ENSG00000204663",1157,"CST13P"
"ENSG00000204666",1525,"AC010624.1"
"ENSG00000204669",1563,"C9orf57"
"ENSG00000204670",288,"IGKV1OR2-3"
"ENSG00000204671",904,"IL31"
"ENSG00000204673",5737,"AKT1S1"
"ENSG00000204677",4285,"FAM153C"
"ENSG00000204681",8470,"GABBR1"
"ENSG00000204682",3801,"CASC10"
"ENSG00000204683",614,"C10orf113"
"ENSG00000204684",4533,"AL133464.1"
"ENSG00000204685",2349,"STARD7-AS1"
"ENSG00000204687",1260,"MAS1L"
"ENSG00000204688",3708,"OR2H1"
"ENSG00000204689",1672,"OR10C1"
"ENSG00000204690",1069,"OR12D2"
"ENSG00000204692",2011,"OR12D3"
"ENSG00000204694",2951,"OR11A1"
"ENSG00000204695",6479,"OR14J1"
"ENSG00000204697",879,"AL672167.2"
"ENSG00000204699",1024,"UBTFL3"
"ENSG00000204700",2708,"OR2J2"
"ENSG00000204701",3820,"OR2J3"
"ENSG00000204702",2295,"OR2J1"
"ENSG00000204703",1106,"OR2B3"
"ENSG00000204704",1028,"OR2W1"
"ENSG00000204705",1191,"UBTFL5"
"ENSG00000204706",9862,"MAMDC2-AS1"
"ENSG00000204709",466,"LINC01556"
"ENSG00000204710",991,"SPDYC"
"ENSG00000204711",1279,"C9orf135"
"ENSG00000204713",7986,"TRIM27"
"ENSG00000204717",534,"AC073464.1"
"ENSG00000204718",709,"CNN2P12"
"ENSG00000204740",7781,"MALRD1"
"ENSG00000204745",3819,"AC083899.1"
"ENSG00000204754",1925,"LINC01951"
"ENSG00000204758",2780,"AC008429.1"
"ENSG00000204764",10965,"RANBP17"
"ENSG00000204767",2999,"FAM196B"
"ENSG00000204776",348,"IGKV1OR-3"
"ENSG00000204778",655,"CBWD4P"
"ENSG00000204779",3109,"FOXD4L5"
"ENSG00000204780",284,"IGKV1OR9-1"
"ENSG00000204787",2586,"REG1CP"
"ENSG00000204789",2397,"ZNF204P"
"ENSG00000204790",386,"AL163540.1"
"ENSG00000204791",1958,"SMPD5"
"ENSG00000204792",4176,"LINC01291"
"ENSG00000204801",227,"FGF7P7"
"ENSG00000204802",2709,"AL590399.1"
"ENSG00000204805",342,"FAM27E4"
"ENSG00000204814",997,"AL935212.1"
"ENSG00000204815",2500,"TTC25"
"ENSG00000204816",291,"FGF7P5"
"ENSG00000204818",1659,"ADGRF5P2"
"ENSG00000204822",1344,"MRPL53"
"ENSG00000204832",2022,"ST8SIA6-AS1"
"ENSG00000204837",1707,"FGF7P3"
"ENSG00000204839",4408,"MROH6"
"ENSG00000204842",13933,"ATXN2"
"ENSG00000204843",10439,"DCTN1"
"ENSG00000204849",4354,"SPATA31A1"
"ENSG00000204850",1995,"AC011484.1"
"ENSG00000204851",5506,"PNMA8B"
"ENSG00000204852",9605,"TCTN1"
"ENSG00000204856",2753,"FAM216A"
"ENSG00000204859",4503,"ZBTB48"
"ENSG00000204860",3847,"FAM201A"
"ENSG00000204866",2426,"IGFL2"
"ENSG00000204869",3725,"IGFL4"
"ENSG00000204872",765,"NAT8B"
"ENSG00000204873",992,"KRTAP9-3"
"ENSG00000204876",2536,"AC021218.1"
"ENSG00000204880",1161,"KRTAP4-8"
"ENSG00000204882",1515,"GPR20"
"ENSG00000204887",408,"KRTAP1-4"
"ENSG00000204889",2225,"KRT40"
"ENSG00000204894",90,"AC104692.1"
"ENSG00000204897",1670,"KRT25"
"ENSG00000204899",2299,"MZT1"
"ENSG00000204904",532,"LINC01545"
"ENSG00000204909",841,"SPINK9"
"ENSG00000204913",891,"LRRC3C"
"ENSG00000204915",937,"AC234772.1"
"ENSG00000204918",1847,"PRR20B"
"ENSG00000204919",1847,"PRR20A"
"ENSG00000204920",3454,"ZNF155"
"ENSG00000204922",2398,"UQCC3"
"ENSG00000204923",5666,"FBXO48"
"ENSG00000204928",2191,"GRXCR2"
"ENSG00000204929",3761,"AC007389.1"
"ENSG00000204930",3941,"FAM221B"
"ENSG00000204933",935,"CD177P1"
"ENSG00000204934",3291,"ATP6V0E2-AS1"
"ENSG00000204936",2501,"CD177"
"ENSG00000204941",4678,"PSG5"
"ENSG00000204946",6726,"ZNF783"
"ENSG00000204947",3687,"ZNF425"
"ENSG00000204949",1347,"FAM83A-AS1"
"ENSG00000204950",2219,"LRRC10B"
"ENSG00000204952",2302,"FBXO47"
"ENSG00000204954",3096,"C12orf73"
"ENSG00000204956",6252,"PCDHGA1"
"ENSG00000204959",4532,"ARHGEF34P"
"ENSG00000204960",2456,"BLACE"
"ENSG00000204961",10075,"PCDHA9"
"ENSG00000204962",5482,"PCDHA8"
"ENSG00000204963",5788,"PCDHA7"
"ENSG00000204965",7114,"PCDHA5"
"ENSG00000204967",13440,"PCDHA4"
"ENSG00000204969",6054,"PCDHA2"
"ENSG00000204970",5595,"PCDHA1"
"ENSG00000204971",477,"AP000812.1"
"ENSG00000204977",8080,"TRIM13"
"ENSG00000204978",946,"ERICH4"
"ENSG00000204979",1289,"MS4A13"
"ENSG00000204982",162,"PRSS3P4"
"ENSG00000204983",1876,"PRSS1"
"ENSG00000204989",930,"OR4D8P"
"ENSG00000204990",1439,"AC005692.1"
"ENSG00000204991",7975,"SPIRE2"
"ENSG00000204993",1875,"AC139712.1"
"ENSG00000205002",2412,"AARD"
"ENSG00000205015",1326,"LINC02138"
"ENSG00000205018",1812,"AC092384.1"
"ENSG00000205022",1314,"PABPN1L"
"ENSG00000205025",1403,"OR5G5P"
"ENSG00000205029",987,"OR5D16"
"ENSG00000205030",936,"OR5L2"
"ENSG00000205035",2366,"AC136759.1"
"ENSG00000205037",3616,"AC134312.1"
"ENSG00000205038",13728,"PKHD1L1"
"ENSG00000205041",1462,"AC118344.1"
"ENSG00000205044",1843,"AC027369.1"
"ENSG00000205045",4811,"SLFN12L"
"ENSG00000205054",4131,"LINC01121"
"ENSG00000205056",10626,"LINC02397"
"ENSG00000205057",686,"CLLU1OS"
"ENSG00000205060",7109,"SLC35B4"
"ENSG00000205076",795,"LGALS7"
"ENSG00000205078",1244,"SYCE1L"
"ENSG00000205084",6015,"TMEM231"
"ENSG00000205085",5875,"FAM71F2"
"ENSG00000205086",4038,"C2orf91"
"ENSG00000205089",3162,"CCNI2"
"ENSG00000205090",1380,"TMEM240"
"ENSG00000205097",2103,"FRG2"
"ENSG00000205100",2228,"HSP90AA4P"
"ENSG00000205105",192,"COX17P1"
"ENSG00000205106",649,"DKFZp779M0652"
"ENSG00000205108",4225,"FAM205A"
"ENSG00000205111",2074,"CDKL4"
"ENSG00000205116",492,"TMEM88B"
"ENSG00000205126",1867,"ACCSL"
"ENSG00000205129",1366,"C4orf47"
"ENSG00000205133",6724,"TRIQK"
"ENSG00000205138",1117,"SDHAF1"
"ENSG00000205143",1411,"ARID3C"
"ENSG00000205155",1845,"PSENEN"
"ENSG00000205174",435,"C7orf66"
"ENSG00000205176",7056,"REXO1L1P"
"ENSG00000205177",891,"C11orf91"
"ENSG00000205181",6294,"LINC00654"
"ENSG00000205184",1306,"SLC10A5P1"
"ENSG00000205186",497,"FABP9"
"ENSG00000205189",10216,"ZBTB10"
"ENSG00000205208",3730,"C4orf46"
"ENSG00000205209",2990,"SCGB2B2"
"ENSG00000205212",3436,"CCDC144NL"
"ENSG00000205213",6340,"LGR4"
"ENSG00000205215",2625,"KRT17P7"
"ENSG00000205220",1853,"PSMB10"
"ENSG00000205221",3710,"VIT"
"ENSG00000205231",3532,"TTLL10-AS1"
"ENSG00000205236",3569,"AC105052.1"
"ENSG00000205238",2072,"SPDYE2"
"ENSG00000205240",954,"OR7E36P"
"ENSG00000205250",3582,"E2F4"
"ENSG00000205266",2989,"KRT17P5"
"ENSG00000205267",744,"DGAT2L7P"
"ENSG00000205268",7425,"PDE7A"
"ENSG00000205269",8362,"TMEM170B"
"ENSG00000205274",416,"TRBV20OR9-2"
"ENSG00000205277",17130,"MUC12"
"ENSG00000205279",2105,"CTXN3"
"ENSG00000205293",2109,"LINC01602"
"ENSG00000205300",686,"AL356414.1"
"ENSG00000205301",5595,"MGAT4D"
"ENSG00000205302",4254,"SNX2"
"ENSG00000205307",1388,"SAP25"
"ENSG00000205309",1961,"NT5M"
"ENSG00000205312",2964,"KRT17P4"
"ENSG00000205318",934,"GCNT6"
"ENSG00000205323",3396,"SARNP"
"ENSG00000205325",2998,"AC005863.1"
"ENSG00000205327",939,"OR6C68"
"ENSG00000205328",1076,"OR6C65"
"ENSG00000205329",1403,"OR6C3"
"ENSG00000205330",2061,"OR6C1"
"ENSG00000205331",892,"OR6C72P"
"ENSG00000205333",2906,"GOLGA2P1"
"ENSG00000205334",2860,"LINC01460"
"ENSG00000205336",8659,"ADGRG1"
"ENSG00000205339",7245,"IPO7"
"ENSG00000205352",2897,"PRR13"
"ENSG00000205356",9066,"TECPR1"
"ENSG00000205358",723,"MT1H"
"ENSG00000205359",2952,"SLCO6A1"
"ENSG00000205360",174,"MT1CP"
"ENSG00000205361",191,"MT1DP"
"ENSG00000205362",396,"MT1A"
"ENSG00000205363",6573,"C15orf59"
"ENSG00000205364",942,"MT1M"
"ENSG00000205396",4140,"LINC00661"
"ENSG00000205403",3875,"CFI"
"ENSG00000205409",982,"OR52E6"
"ENSG00000205412",955,"HNRNPA1P20"
"ENSG00000205413",6855,"SAMD9"
"ENSG00000205414",2469,"AC007608.1"
"ENSG00000205420",2928,"KRT6A"
"ENSG00000205423",4178,"CNEP1R1"
"ENSG00000205424",3466,"AL592528.1"
"ENSG00000205426",1929,"KRT81"
"ENSG00000205433",220,"SNRPGP6"
"ENSG00000205436",3480,"EXOC3L4"
"ENSG00000205439",410,"KRTAP12-3"
"ENSG00000205442",1287,"IZUMO3"
"ENSG00000205444",484,"AL034376.1"
"ENSG00000205445",1149,"KRTAP10-2"
"ENSG00000205449",1603,"NBPF22P"
"ENSG00000205452",1991,"AC133561.2"
"ENSG00000205456",2922,"TP53TG3D"
"ENSG00000205457",2903,"TP53TG3C"
"ENSG00000205464",7185,"ATP6AP1L"
"ENSG00000205476",17449,"CCDC85C"
"ENSG00000205482",1050,"SPDYE18"
"ENSG00000205485",3110,"AC004980.1"
"ENSG00000205488",4757,"CALML3-AS1"
"ENSG00000205494",1548,"OR52A4P"
"ENSG00000205495",936,"OR52J3"
"ENSG00000205496",942,"OR51A2"
"ENSG00000205497",4393,"OR51A4"
"ENSG00000205500",2563,"AC013472.1"
"ENSG00000205502",1579,"C2CD4B"
"ENSG00000205517",4358,"RGL3"
"ENSG00000205531",5200,"NAP1L4"
"ENSG00000205534",4221,"SMG1P2"
"ENSG00000205537",1287,"AC121338.1"
"ENSG00000205542",1705,"TMSB4X"
"ENSG00000205544",707,"TMEM256"
"ENSG00000205549",454,"C9orf92"
"ENSG00000205559",578,"CHKB-AS1"
"ENSG00000205560",4102,"CPT1B"
"ENSG00000205562",2448,"AL049775.1"
"ENSG00000205571",3011,"SMN2"
"ENSG00000205572",3051,"SERF1B"
"ENSG00000205578",2487,"POM121B"
"ENSG00000205579",269,"DYNLL1P1"
"ENSG00000205581",5102,"HMGN1"
"ENSG00000205583",2094,"STAG3L1"
"ENSG00000205584",468,"AC211476.1"
"ENSG00000205592",29490,"MUC19"
"ENSG00000205593",5935,"DENND6B"
"ENSG00000205596",415,"AC068533.1"
"ENSG00000205609",3091,"EIF3CL"
"ENSG00000205611",4472,"LINC01597"
"ENSG00000205622",7860,"AP001043.1"
"ENSG00000205625",1153,"AL591499.1"
"ENSG00000205628",3484,"LINC01446"
"ENSG00000205629",2606,"LCMT1"
"ENSG00000205632",4015,"LINC01310"
"ENSG00000205634",4314,"LINC00898"
"ENSG00000205636",387,"LINC00583"
"ENSG00000205639",4438,"MFSD2B"
"ENSG00000205642",1175,"VCX3B"
"ENSG00000205643",2005,"CDPF1"
"ENSG00000205644",870,"AC025186.1"
"ENSG00000205649",2077,"HTN3"
"ENSG00000205653",2007,"AL035696.1"
"ENSG00000205659",3692,"LIN52"
"ENSG00000205662",2118,"FAM239C"
"ENSG00000205663",3700,"FAM239B"
"ENSG00000205664",3054,"BX890604.1"
"ENSG00000205667",1875,"ARSH"
"ENSG00000205669",1183,"ACOT6"
"ENSG00000205670",4200,"SMIM11A"
"ENSG00000205677",696,"LYPLA2P1"
"ENSG00000205678",6023,"TECRL"
"ENSG00000205682",2079,"AC020741.1"
"ENSG00000205683",6889,"DPF3"
"ENSG00000205693",1023,"MANSC4"
"ENSG00000205695",1586,"AL390205.1"
"ENSG00000205696",1125,"ADARB2-AS1"
"ENSG00000205702",2260,"CYP2D7"
"ENSG00000205704",1521,"LINC00634"
"ENSG00000205707",2466,"ETFRF1"
"ENSG00000205710",3408,"C17orf107"
"ENSG00000205716",399,"FAM183DP"
"ENSG00000205718",775,"MBD3L4"
"ENSG00000205726",21748,"ITSN1"
"ENSG00000205730",7440,"ITPRIPL2"
"ENSG00000205740",4964,"AL359878.1"
"ENSG00000205744",4657,"DENND1C"
"ENSG00000205745",1497,"AC083864.1"
"ENSG00000205746",6804,"AC126755.1"
"ENSG00000205754",2681,"SLCO1B7"
"ENSG00000205755",2010,"CRLF2"
"ENSG00000205755",2010,"CRLF2"
"ENSG00000205755",2010,"CRLF2"
"ENSG00000205755",2010,"CRLF2"
"ENSG00000205758",6177,"CRYZL1"
"ENSG00000205763",1433,"RP9P"
"ENSG00000205765",5572,"C5orf51"
"ENSG00000205767",351,"AL136038.1"
"ENSG00000205771",3925,"CATSPER2P1"
"ENSG00000205777",3237,"GAGE1"
"ENSG00000205784",1638,"ARRDC5"
"ENSG00000205786",4107,"LINC01531"
"ENSG00000205790",3071,"DPP9-AS1"
"ENSG00000205791",1540,"LOH12CR2"
"ENSG00000205794",1613,"AC098591.1"
"ENSG00000205795",2847,"CYS1"
"ENSG00000205808",2944,"PLPP6"
"ENSG00000205809",1499,"KLRC2"
"ENSG00000205810",1148,"KLRC3"
"ENSG00000205822",1816,"TPTE2P6"
"ENSG00000205830",2509,"AC024132.1"
"ENSG00000205832",3823,"C16orf96"
"ENSG00000205835",3804,"GMNC"
"ENSG00000205837",2202,"LINC00487"
"ENSG00000205838",4289,"TTC23L"
